  -5.00000000      0.283662200    
  -4.90000010      0.186512470    
  -4.80000019       8.74991715E-02
  -4.70000029      -1.23883775E-02
  -4.60000038     -0.112152152    
  -4.50000048     -0.210795328    
  -4.40000057     -0.307332337    
  -4.30000067     -0.400798559    
  -4.20000076     -0.490260154    
  -4.10000086     -0.574823260    
  -4.00000095     -0.653642893    
  -3.90000105     -0.725931585    
  -3.80000114     -0.790967047    
  -3.70000124     -0.848099411    
  -3.60000134     -0.896757841    
  -3.50000143     -0.936456203    
  -3.40000153     -0.966797829    
  -3.30000162     -0.987479508    
  -3.20000172     -0.998294652    
  -3.10000181     -0.999135196    
  -3.00000191     -0.989992738    
  -2.90000200     -0.970958650    
  -2.80000210     -0.942223072    
  -2.70000219     -0.904073060    
  -2.60000229     -0.856889904    
  -2.50000238     -0.801145017    
  -2.40000248     -0.737395346    
  -2.30000257     -0.666277945    
  -2.20000267     -0.588503301    
  -2.10000277     -0.504848480    
  -2.00000286     -0.416149437    
  -1.90000284     -0.323292255    
  -1.80000281     -0.227204829    
  -1.70000279     -0.128847256    
  -1.60000277      -2.92022862E-02
  -1.50000274       7.07344636E-02
  -1.40000272      0.169964463    
  -1.30000269      0.267496228    
  -1.20000267      0.362355262    
  -1.10000265      0.453593761    
  -1.00000262      0.540300131    
 -0.900002599      0.621607959    
 -0.800002575      0.696704865    
 -0.700002551      0.764840543    
 -0.600002527      0.825334191    
 -0.500002503      0.877581358    
 -0.400002509      0.921060026    
 -0.300002515      0.955335736    
 -0.200002521      0.980066061    
 -0.100002520      0.995003939    
  -2.51829624E-06   1.00000000    
   9.99974832E-02  0.995004416    
  0.199997485      0.980067074    
  0.299997479      0.955337226    
  0.399997473      0.921061993    
  0.499997467      0.877583802    
  0.599997461      0.825337052    
  0.699997485      0.764843822    
  0.799997509      0.696708500    
  0.899997532      0.621611893    
  0.999997556      0.540304363    
   1.09999752      0.453598320    
   1.19999754      0.362360030    
   1.29999757      0.267501175    
   1.39999759      0.169969514    
   1.49999762       7.07395822E-02
   1.59999764      -2.91971639E-02
   1.69999766     -0.128842175    
   1.79999769     -0.227199838    
   1.89999771     -0.323287398    
   1.99999774     -0.416144788    
   2.09999776     -0.504844189    
   2.19999766     -0.588499248    
   2.29999757     -0.666274190    
   2.39999747     -0.737392008    
   2.49999738     -0.801142037    
   2.59999728     -0.856887341    
   2.69999719     -0.904070914    
   2.79999709     -0.942221344    
   2.89999700     -0.970957458    
   2.99999690     -0.989992082    
   3.09999681     -0.999135017    
   3.19999671     -0.998294950    
   3.29999661     -0.987480283    
   3.39999652     -0.966799080    
   3.49999642     -0.936457932    
   3.59999633     -0.896760046    
   3.69999623     -0.848102033    
   3.79999614     -0.790970087    
   3.89999604     -0.725935042    
   3.99999595     -0.653646708    
   4.09999609     -0.574827135    
   4.19999599     -0.490264326    
   4.29999590     -0.400802940    
   4.39999580     -0.307336867    
   4.49999571     -0.210799992    
   4.59999561     -0.112156883    
   4.69999552      -1.23931458E-02
   4.79999542       8.74944255E-02
   4.89999533      0.186507776    
   4.99999523      0.283657610    
